DATE DE MISE A JOUR DES TARIFS : 27/09/2019;
HBA553BR0;BOSCH;CUISSON;Four encastrable manuel;499;2.21;$0;P;L;248.44;9;0;0;226.08;245.62;4242005030118;
HBG655NS1;BOSCH;CUISSON;Four encastrable manuel;799;1.81;CTM;P;;484.53;9;0;0;440.92;484.46;4242002807850;
HBF154YS0;BOSCH;CUISSON;Four encastrable manuel;499;2.23;;P;B;246.4;9;0;0;224.22;243.59;4242005047581;
HBA5560S0;BOSCH;CUISSON;Four encastrable manuel;659;2.23;;P;R;324.74;9;0;0;295.51;321.05;4242005056583;
HBA553BV0;BOSCH;CUISSON;Four encastrable manuel;499;2.21;;P;R;248.44;9;0;0;226.08;245.62;4242005056552;
HBA553BA0;BOSCH;CUISSON;Four encastrable manuel;499;2.21;;P;R;248.44;9;0;0;226.08;245.62;4242005056545;
HSG656XS1;BOSCH;CUISSON;Four encastrable manuel;2049;2.04;;P;;1103.09;9;0;0;1003.81;1090.54;4242002789125;
HRG636XS6;BOSCH;CUISSON;Four encastrable manuel;2059;1.87;CTM;P;;1211.76;9;0;0;1102.7;1235.02;4242002808345;
HBG672BB1F;BOSCH;CUISSON;Four encastrable pyrolyse;899;2.38;;P;;415.76;9;0;0;378.34;411.03;4242002808758;
HBG675BB1F;BOSCH;CUISSON;Four encastrable pyrolyse;999;2.29;;P;;479.16;9;0;0;436.04;473.7;4242002808666;
HBB578BS0;BOSCH;CUISSON;Four encastrable pyrolyse;1059;2.13;$0;P;;545.27;9;0;0;496.2;539.07;4242005029044;
HBA573ES0;BOSCH;CUISSON;Four encastrable pyrolyse;759;2.21;;P;R;378.1;9;0;0;344.07;373.8;4242005033935;
HBG675BB1;BOSCH;CUISSON;Four encastrable pyrolyse;999;2.13;;P;;515.46;9;0;0;469.07;509.6;4242002808673;
HBB574BS0;BOSCH;CUISSON;Four encastrable pyrolyse;899;2.2;;P;;449.22;9;0;0;408.79;444.1;4242005056811;
HRG6769S6;BOSCH;CUISSON;Four encastrable pyrolyse;1899;2.07;;P;;1009.75;9;0;0;918.87;998.27;4242002936963;
HBA573BV0;BOSCH;CUISSON;Four encastrable pyrolyse;699;2.28;;P;R;336.9;9;0;0;306.58;333.07;4242005033911;
HBG6755S1F;BOSCH;CUISSON;Four encastrable pyrolyse;1159;2.37;;P;;537.2;9;0;0;488.85;531.08;4242002808024;
HBA573EB0;BOSCH;CUISSON;Four encastrable pyrolyse;759;1.81;CTM;P;;460.3;9;0;0;418.87;460.23;4242005033928;
HRG6769S2F;BOSCH;CUISSON;Four encastrable pyrolyse;1999;2.18;;P;;1009.75;9;0;0;918.87;998.27;4242002912738;
HBA573BR0;BOSCH;CUISSON;Four encastrable pyrolyse;699;2.28;;P;R;336.9;9;0;0;306.58;333.07;4242005033898;
HBG6755B1F;BOSCH;CUISSON;Four encastrable pyrolyse;1159;2.37;;P;;537.2;9;0;0;488.85;531.08;4242002808017;
CMG636BW1;BOSCH;CUISSON;Four encastrable pyrolyse;1189;2.11;;P;;618.56;9;0;0;562.89;611.52;4242002807447;
HRG675BS1;BOSCH;CUISSON;Four encastrable pyrolyse;1659;1.87;CTM;P;;976.46;9;0;0;888.58;995.21;4242002917498;
HBA573BA0;BOSCH;CUISSON;Four encastrable pyrolyse;699;2.28;;P;R;336.9;9;0;0;306.58;333.07;4242005033881;
HBG6750S1F;BOSCH;CUISSON;Four encastrable pyrolyse;1059;1.87;CTM;P;;623.52;9;0;0;567.4;635.49;4242002807966;
CMG636BS1;BOSCH;CUISSON;Four encastrable pyrolyse;1189;2.11;;P;;618.56;9;0;0;562.89;611.52;4242002789156;
HBG676ES6;BOSCH;CUISSON;Four encastrable pyrolyse;1399;1.81;CTM;P;;847.93;9;0;0;771.62;847.81;4242002911335;
HBG672BW1S;BOSCH;CUISSON;Four encastrable pyrolyse;949;2.13;;P;;488.66;9;0;0;444.68;483.1;4242005055760;
CMG636BB1;BOSCH;CUISSON;Four encastrable pyrolyse;1189;2.11;;P;;618.56;9;0;0;562.89;611.52;4242002807423;
HBG6769S1F;BOSCH;CUISSON;Four encastrable pyrolyse;1499;2.19;;P;;753.84;9;0;0;685.99;745.27;4242002808109;
HBG672BW1F;BOSCH;CUISSON;Four encastrable pyrolyse;899;2.38;;P;;415.76;9;0;0;378.34;411.03;4242002808727;
CMG633BS1;BOSCH;CUISSON;Four encastrable pyrolyse;1089;1.93;;P;;618.56;9;0;0;562.89;611.52;4242002789149;
HBG6769B1F;BOSCH;CUISSON;Four encastrable pyrolyse;1499;2.19;;P;;753.84;9;0;0;685.99;745.27;4242002808093;
HBG672BS2;BOSCH;CUISSON;Four encastrable pyrolyse;949;2.13;;P;;488.66;9;0;0;444.68;483.1;4242005180035;
CBG675BS3;BOSCH;CUISSON;Four encastrable pyrolyse;989;2.13;;P;;510.31;9;0;0;464.38;504.5;4242005110827;
HBG6760S1F;BOSCH;CUISSON;Four encastrable pyrolyse;1299;2.13;;P;;670.1;9;0;0;609.79;662.48;4242002839967;
HBG672BS1F;BOSCH;CUISSON;Four encastrable pyrolyse;899;2.38;;P;;415.76;9;0;0;378.34;411.03;4242002808734;
HBG675BS2;BOSCH;CUISSON;Four encastrable pyrolyse;999;2.13;;P;;515.46;9;0;0;469.07;509.6;4242005180042;
HBG672BB1S;BOSCH;CUISSON;Four encastrable pyrolyse;949;2.13;;P;;488.66;9;0;0;444.68;483.1;4242005055777;
HBG675BS1F;BOSCH;CUISSON;Four encastrable pyrolyse;999;2.29;;P;;479.16;9;0;0;436.04;473.7;4242002808642;
CDG634AS0;BOSCH;CUISSON;Four vapeur;1189;2.21;;P;;591.14;9;0;0;537.94;584.37;4242005101740;
DWF97RV60;BOSCH;CUISSON;Hotte;1469;1.81;CTM;P;;890.32;9;0;0;810.19;890.19;4242002946580;
DUL63CC50;BOSCH;CUISSON;Hotte;229;2.47;;P;L;101.89;9;0;0;92.72;100.73;4242002968506;
DHL535C;BOSCH;CUISSON;Hotte;199;1.86;CTM;P;;117.64;9;0;0;107.05;119.9;4242002258461;
DEM66AC00;BOSCH;CUISSON;Hotte;399;2.13;;P;R;205.74;9;0;0;187.22;203.39;4242005041114;
DWB96FM50;BOSCH;CUISSON;Hotte;549;1.81;CTM;P;;333.11;9;0;0;303.13;333.07;4242005051137;
DWB66FM50;BOSCH;CUISSON;Hotte;499;2.12;;P;;258.38;9;0;0;235.13;255.44;4242005036073;
DWQ96DM50;BOSCH;CUISSON;Hotte;499;2.04;$0;P;;269.1;9;0;0;244.88;266.04;4242005039623;
DWB098J50;BOSCH;CUISSON;Hotte;809;1.87;CTM;P;;476.46;9;0;0;433.58;485.61;4242002812458;
DWP94BC60;BOSCH;CUISSON;Hotte;279;2.08;;P;;147.48;9;0;0;134.21;145.8;4242005026791;
DWB097A50;BOSCH;CUISSON;Hotte;599;2.13;;P;;308.6;9;0;0;280.83;305.1;4242002774640;
DWB97IM50;BOSCH;CUISSON;Hotte;599;2.13;;P;R;308.6;9;0;0;280.83;305.1;4242005039616;
DWP94BC50;BOSCH;CUISSON;Hotte;279;1.81;CTM;P;;169.58;9;0;0;154.32;169.56;4242005032013;
DIB097A50;BOSCH;CUISSON;Hotte;1009;2.18;;P;;509.61;9;0;0;463.75;503.81;4242002768991;
DWB94BC50;BOSCH;CUISSON;Hotte;379;2.14;$0;P;R;194.55;9;0;0;177.04;192.34;4242005051090;
DWP64BC60;BOSCH;CUISSON;Hotte;249;1.81;CTM;P;;151.41;9;0;0;137.78;151.39;4242005031979;
DIB091K50;BOSCH;CUISSON;Hotte;1309;2.17;;P;;662.49;9;0;0;602.87;654.95;4242002812205;
DWB64BC50;BOSCH;CUISSON;Hotte;329;2.11;;P;R;171.5;9;0;0;156.06;169.56;4242005050994;
DWP64BC50;BOSCH;CUISSON;Hotte;249;1.81;CTM;P;;151.41;9;0;0;137.78;151.39;4242005031450;
DHU626ML;BOSCH;CUISSON;Hotte;269;1.81;CTM;P;;163.52;9;0;0;148.8;163.5;4242005121687;
DUL63CC20;BOSCH;CUISSON;Hotte;209;2.25;;P;R;101.89;9;0;0;92.72;100.73;4242002968476;
DWK97HM60;BOSCH;CUISSON;Hotte;829;2.21;;P;;411.47;9;0;0;374.44;406.8;4242002946771;
DHL575C;BOSCH;CUISSON;Hotte;509;1.81;CTM;P;;308.88;9;0;0;281.08;308.84;4242002824345;
DHL555BL;BOSCH;CUISSON;Hotte;309;2.27;;P;R;149.48;9;0;0;136.03;147.78;4242005122455;
DWK97HM20;BOSCH;CUISSON;Hotte;829;2.21;;P;;411.47;9;0;0;374.44;406.8;4242002946764;
DHL555B;BOSCH;CUISSON;Hotte;309;2.33;;P;;145.72;9;0;0;132.61;144.07;4242002258508;
DFM064W52;BOSCH;CUISSON;Hotte;329;2.29;;P;R;158.01;9;0;0;143.79;156.22;4242002872704;
DWK67HM60;BOSCH;CUISSON;Hotte;769;2.19;;P;;385.75;9;0;0;351.03;381.36;4242002946696;
DHL545S;BOSCH;CUISSON;Hotte;269;2.16;;P;;136.94;9;0;0;124.62;135.39;4242002258478;
DFM064A51;BOSCH;CUISSON;Hotte;409;2.13;;P;R;210.69;9;0;0;191.73;208.3;4242002872667;
CTL636ES1;BOSCH;CUISSON;Machine à café encastrable;2559;2.18;;P;;1291.94;9;0;0;1175.67;1277.24;4242002769226;
CTL636EB1;BOSCH;CUISSON;Machine à café encastrable;2559;1.87;CTM;P;;1505.88;9;0;0;1370.35;1534.79;4242002798264;
BFL634GB1;BOSCH;CUISSON;Micro ondes intégrable;779;2.24;;P;R;381.94;9;0;0;347.57;377.61;4242002813752;
BFL554MS0;BOSCH;CUISSON;Micro ondes intégrable;499;2.24;;P;R;244.32;9;0;0;222.33;241.54;4242005038954;
BFL550MW0;BOSCH;CUISSON;Micro ondes intégrable;459;2.3;;P;R;219.6;9;0;0;199.84;217.1;4242005038909;
BFL550MB0;BOSCH;CUISSON;Micro ondes intégrable;459;2.3;;P;R;219.6;9;0;0;199.84;217.1;4242005038916;
HMT75M551;BOSCH;CUISSON;Micro ondes intégrable;399;1.81;CTM;P;;242.26;9;0;0;220.46;242.22;4242002491653;
BFL634GW1;BOSCH;CUISSON;Micro ondes intégrable;779;2.24;;P;R;381.94;9;0;0;347.57;377.61;4242002813783;
BFL554MWO;BOSCH;CUISSON;Micro ondes intégrable;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242005038978;
BFL550MS0;BOSCH;CUISSON;Micro ondes intégrable;459;2.3;$0;P;L;219.6;9;0;0;199.84;217.1;4242005038893;
BFL634GS1;BOSCH;CUISSON;Micro ondes intégrable;779;2.24;;P;R;381.94;9;0;0;347.57;377.61;4242002813769;
BFL554MB0;BOSCH;CUISSON;Micro ondes intégrable;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242005038985;
HMT72M450;BOSCH;CUISSON;Micro-ondes combi intégrable;159;1.8;CTM;P;;96.9;9;0;0;88.18;96.88;4242002418988;
HMT72M420;BOSCH;CUISSON;Micro-ondes combi intégrable;159;1.8;CTM;P;;96.9;9;0;0;88.18;96.88;4242002418971;
BEL550MB0;BOSCH;CUISSON;Micro-ondes gril intégrable;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242005038923;
BEL554MS0;BOSCH;CUISSON;Micro-ondes gril intégrable;559;2.15;;P;R;285.38;9;0;0;259.7;282.14;4242005038992;
BEL550MS0;BOSCH;CUISSON;Micro-ondes gril intégrable;499;2.2;;P;R;249;9;0;0;226.59;246.16;4242005038930;
PEE689CA1;BOSCH;CUISSON;Plaque électrique;269;1.87;CTM;P;;158;9;0;0;143.78;157.98;4242002938189;
PEE389CF1;BOSCH;CUISSON;Plaque électrique;199;1.86;CTM;P;;117.64;9;0;0;107.05;119.9;4242002938493;
PPP6A6B20;BOSCH;CUISSON;Plaque gaz;499;2.22;;P;R;247.42;9;0;0;225.15;244.61;4242002914848;
PCI6A5B90;BOSCH;CUISSON;Plaque gaz;469;1.86;CTM;P;;276.46;9;0;0;251.58;281.77;4242002802701;
PPP6A2B20;BOSCH;CUISSON;Plaque gaz;499;2.39;;P;R;229.9;9;0;0;209.21;227.28;4242002914763;
PCC6A5B90;BOSCH;CUISSON;Plaque gaz;369;1.81;CTM;P;;224.09;9;0;0;203.92;224.06;4242002802688;
PPC6A6B10;BOSCH;CUISSON;Plaque gaz;409;2.24;;P;R;201.02;9;0;0;182.93;198.73;4242002914688;
PSB3A6B20;BOSCH;CUISSON;Plaque gaz;479;1.81;CTM;P;;290.71;9;0;0;264.55;290.66;4242002811109;
PBC6B5B80;BOSCH;CUISSON;Plaque gaz;239;1.86;CTM;P;;141.17;9;0;0;128.46;143.88;4242002821269;
PGP6B5B90;BOSCH;CUISSON;Plaque gaz;309;2.34;;P;R;145.36;9;0;0;132.28;143.71;4242005119318;
PPP6A9B20;BOSCH;CUISSON;Plaque gaz;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242002914923;
PCC6A5B80;BOSCH;CUISSON;Plaque gaz;339;2.22;;P;R;168.17;9;0;0;153.03;166.25;4242002914114;
PNP6B6B10;BOSCH;CUISSON;Plaque gaz;349;1.86;CTM;P;;205.88;9;0;0;187.35;209.83;4242002928067;
PBP6B5B80;BOSCH;CUISSON;Plaque gaz;249;2.31;;P;R;118.56;9;0;0;107.89;117.21;4242002831770;
PNC6B6B10;BOSCH;CUISSON;Plaque gaz;329;1.81;CTM;P;;199.86;9;0;0;181.87;199.83;4242002928906;
PBP6B2B80;BOSCH;CUISSON;Plaque gaz;249;2.5;;P;R;109.28;9;0;0;99.44;108.04;4242002832807;
PGP6B6B80;BOSCH;CUISSON;Plaque gaz;289;1.81;CTM;P;;175.64;9;0;0;159.83;175.62;4242002937694;
PGP6B5B80;BOSCH;CUISSON;Plaque gaz;259;2.05;;P;;139;9;0;0;126.49;137.42;4242002937687;
POP6B6B10;BOSCH;CUISSON;Plaque gaz;309;2.48;;P;L;137.1;9;0;0;124.76;135.54;4242002834351;
PCQ7A5B80;BOSCH;CUISSON;Plaque gaz;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242002914428;
PBP6B6B80;BOSCH;CUISSON;Plaque gaz;269;2.39;;P;L;123.71;9;0;0;112.58;122.3;4242002832920;
PCP6A5B90;BOSCH;CUISSON;Plaque gaz;409;1.81;CTM;P;;248.32;9;0;0;225.97;248.29;4242002837468;
PPQ7A6B20;BOSCH;CUISSON;Plaque gaz;749;2.22;;P;R;371.05;9;0;0;337.66;366.83;4242002802725;
PCP6A5B80;BOSCH;CUISSON;Plaque gaz;349;1.81;CTM;P;;211.98;9;0;0;192.9;211.95;4242002914268;
PVS631BB1E;BOSCH;CUISSON;Plaque induction;679;2.28;;P;;327.58;9;0;0;298.1;323.85;4242002861722;
PXJ631FC1E;BOSCH;CUISSON;Plaque induction;779;2.16;;P;R;396.09;9;0;0;360.44;391.59;4242002870984;
PXY631DE3E;BOSCH;CUISSON;Plaque induction;1309;1.81;CTM;P;;793.42;9;0;0;722.01;793.31;4242002942216;
PUJ631BB1E;BOSCH;CUISSON;Plaque induction;519;2.43;;P;O;234.64;9;0;0;213.52;231.97;4242002870717;
PIB375FB1E;BOSCH;CUISSON;Plaque induction;699;1.81;CTM;P;;423.95;9;0;0;385.79;423.89;4242002848631;
PXE831FC1E;BOSCH;CUISSON;Plaque induction;1099;2.13;;P;R;565.78;9;0;0;514.86;559.35;4242002942155;
PXX631DC1E;BOSCH;CUISSON;Plaque induction;1109;1.87;CTM;P;;652.94;9;0;0;594.18;665.48;4242002942193;
PXE631FC1E;BOSCH;CUISSON;Plaque induction;799;2.32;;P;R;378.31;9;0;0;344.26;374;4242002870953;
PXX375FB1E;BOSCH;CUISSON;Plaque induction;899;1.81;CTM;P;;545.09;9;0;0;496.03;545;4242002839738;
PVQ611BB5E;BOSCH;CUISSON;Plaque induction;719;2.45;;P;R;322.68;9;0;0;293.64;319.01;4242005088225;
PXV875DV1E;BOSCH;CUISSON;Plaque induction;1309;1.81;CTM;P;;793.42;9;0;0;722.01;793.31;4242002944289;
PVJ631BB1E;BOSCH;CUISSON;Plaque induction;669;2.25;;P;R;326.5;9;0;0;297.11;322.78;4242002870762;
PXE651FC1E;BOSCH;CUISSON;Plaque induction;789;2.34;;P;;371.13;9;0;0;337.73;478.4;4242002848822;
PVS631BB5E;BOSCH;CUISSON;Plaque induction;679;2.28;;P;L;327.58;9;0;0;298.1;323.85;4242005088706;
PUE631BB1E;BOSCH;CUISSON;Plaque induction;549;2.32;;P;R;260.39;9;0;0;236.95;257.42;4242002983004;
PXE631DE3E;BOSCH;CUISSON;Plaque induction;1009;1.87;CTM;P;;594.11;9;0;0;540.64;605.52;4242002953434;
PIJ631FB1E;BOSCH;CUISSON;Plaque induction;619;2.33;;P;L;291.8;9;0;0;265.54;288.49;4242002945675;
PUC651BB1E;BOSCH;CUISSON;Plaque induction;529;2.34;$0;P;R;248.55;9;0;0;226.18;245.73;4242002982977;
PXC275FC1E;BOSCH;CUISSON;Plaque induction;1419;2.01;;P;;776.65;9;0;0;706.75;767.82;4242002854472;
PIJ633FB1E;BOSCH;CUISSON;Plaque induction;649;2.42;;P;R;294.79;9;0;0;268.26;291.44;4242002945699;
PVW851FB1E;BOSCH;CUISSON;Plaque induction;1019;1.87;CTM;P;;599.99;9;0;0;545.99;611.51;4242002870861;
PIE631FB1E;BOSCH;CUISSON;Plaque induction;629;2.24;;P;R;308.6;9;0;0;280.83;305.1;4242002870281;
PVS851FC1E;BOSCH;CUISSON;Plaque induction;909;1.81;CTM;P;;551.15;9;0;0;501.55;551.07;4242002942131;
PVS631FC1E;BOSCH;CUISSON;Plaque induction;709;1.87;CTM;P;;417.64;9;0;0;380.05;425.66;4242002942056;
PXY831DE3E;BOSCH;CUISSON;Plaque induction;1509;2.17;;P;R;765.4;9;0;0;696.51;756.69;4242002942230;
PKM645B17E;BOSCH;CUISSON;Plaque vitrocéramique;289;2.14;$1;P;;148.18;9;0;0;134.84;146.5;4242002723976;
PKK631B17E;BOSCH;CUISSON;Plaque vitrocéramique;379;2.43;;P;;171.5;9;0;0;156.06;169.55;4242002726458;
PKF645B17E;BOSCH;CUISSON;Plaque vitrocéramique;379;2.38;;P;;174.8;9;0;0;159.07;172.82;4242002717029;
PKE611FN1E;BOSCH;CUISSON;Plaque vitrocéramique;369;2.25;;P;R;180.6;9;0;0;164.35;178.54;4242002940267;
PKF375FP1E;BOSCH;CUISSON;Plaque vitrocéramique;599;1.81;CTM;P;;363.39;9;0;0;330.68;363.34;4242002938141;
PKE645CA1E;BOSCH;CUISSON;Plaque vitrocéramique;359;1.81;CTM;P;;218.03;9;0;0;198.41;218;4242002936567;
GSN58VW30;BOSCH;FROID;Congélateur armoire;1079;2.26;;P;;524.46;9;0;0;477.26;518.49;4242002863825;
GSV36VWEV;BOSCH;FROID;Congélateur armoire;819;2.26;;P;R;397.5;9;0;0;361.72;392.99;4242005142972;
GSN58AW35;BOSCH;FROID;Congélateur armoire;1099;2.3;;P;;524.46;9;0;0;477.26;518.49;4242005102082;
GSN29CW3V;BOSCH;FROID;Congélateur armoire;819;2.28;$0;P;B;395.31;9;0;0;359.73;390.81;4242005051977;
GSV33VWEV;BOSCH;FROID;Congélateur armoire;769;2.26;;P;R;373.21;9;0;0;339.62;368.96;4242005142569;
GSN54AW35;BOSCH;FROID;Congélateur armoire;1019;2.1;;P;;532.99;9;0;0;485.02;526.93;4242005103706;
GSN33CW3V;BOSCH;FROID;Congélateur armoire;869;2.27;$0;P;L;420.53;9;0;0;382.68;415.74;4242005052691;
GSV29VWEV;BOSCH;FROID;Congélateur armoire;729;2.23;;P;R;358.86;9;0;0;326.56;354.77;4242005142552;
GSN51AW31;BOSCH;FROID;Congélateur armoire;989;2.16;;P;;502.83;9;0;0;457.58;497.1;4242002871813;
GSN36CW3V;BOSCH;FROID;Congélateur armoire;919;2.18;;P;R;462.37;9;0;0;420.76;457.11;4242005055258;
GSN33VW3P;BOSCH;FROID;Congélateur armoire;849;2.17;$1;P;R;430.53;9;0;0;391.78;425.63;4242005063819;
GSN29UW3V;BOSCH;FROID;Congélateur armoire;799;2.21;$1;P;R;397.58;9;0;0;361.8;393.06;4242005051946;
GUD15A50;BOSCH;FROID;Congélateur armoire intégrable;849;2.07;;P;;451.2;9;0;0;410.59;446.06;4242002716589;
GID18A20;BOSCH;FROID;Congélateur armoire intégrable;749;1.81;CTM;P;;454.24;9;0;0;413.36;454.17;4242002422480;
KUR15A60;BOSCH;FROID;Petit réfrigérateur intégrable;719;2.2;;P;R;358.87;9;0;0;326.57;354.78;4242002690186;
KIL18V20FF;BOSCH;FROID;Petit réfrigérateur intégrable;599;2.36;;P;R;278.56;9;0;0;253.49;275.39;4242002514932;
KIR18V20FF;BOSCH;FROID;Petit réfrigérateur intégrable;569;2.24;;P;L;278.56;9;0;0;253.49;275.39;4242002514949;
KUL15A60;BOSCH;FROID;Petit réfrigérateur intégrable;749;1.81;CTM;P;;454.24;9;0;0;413.36;454.17;4242002690179;
KSV29VL3P;BOSCH;FROID;Réfrigérateur 1 porte;719;2.2;;P;R;359.48;9;0;0;327.13;355.4;4242005049097;
KSV36VL3P;BOSCH;FROID;Réfrigérateur 1 porte;919;2.24;;P;R;451.36;9;0;0;410.74;446.23;4242005062126;
KSV36CL3P;BOSCH;FROID;Réfrigérateur 1 porte;939;2.27;$0;P;L;453.6;9;0;0;412.78;448.45;4242005051670;
KSV33VW3P;BOSCH;FROID;Réfrigérateur 1 porte;769;2.22;;P;R;379.88;9;0;0;345.69;375.56;4242005026555;
KSV29VW3P;BOSCH;FROID;Réfrigérateur 1 porte;659;2.26;$0;P;O;320.21;9;0;0;291.39;316.57;4242005026517;
KIL24X30;BOSCH;FROID;Réfrigérateur 1pte intégrable;649;2.31;;P;R;308.15;9;0;0;280.42;304.65;4242002752365;
KIL24V21FF;BOSCH;FROID;Réfrigérateur 1pte intégrable;599;2.38;;P;L;276.04;9;0;0;251.2;272.9;4242002514208;
KIR81VS30;BOSCH;FROID;Réfrigérateur 1pte intégrable;849;2.09;$0;P;R;446.95;9;0;0;406.72;441.86;4242002877495;
KIR81AF30;BOSCH;FROID;Réfrigérateur 1pte intégrable;999;2.2;;P;R;499.09;9;0;0;454.17;493.4;4242002711270;
KIR41AF30;BOSCH;FROID;Réfrigérateur 1pte intégrable;749;2.24;;P;R;367.69;9;0;0;334.6;363.51;4242002735252;
KIR24X30;BOSCH;FROID;Réfrigérateur 1pte intégrable;619;2.21;;P;R;308.15;9;0;0;280.42;304.65;4242002752372;
KIR24V21FF;BOSCH;FROID;Réfrigérateur 1pte intégrable;569;2.27;;P;R;276.04;9;0;0;251.2;272.9;4242002514215;
KIL82VS30;BOSCH;FROID;Réfrigérateur 1pte intégrable;879;2.16;;P;R;446.95;9;0;0;406.72;441.86;4242002877501;
KIL82AF30;BOSCH;FROID;Réfrigérateur 1pte intégrable;1029;2.24;;P;R;505.15;9;0;0;459.69;499.41;4242002734606;
KIL72AF30;BOSCH;FROID;Réfrigérateur 1pte intégrable;949;2.19;;P;R;476.94;9;0;0;434.02;471.51;4242002730523;
KIR24V24FF;BOSCH;FROID;Réfrigérateur 1pte intégrable;569;1.81;CTM;P;;345.22;9;0;0;314.15;345.17;4242002844886;
KIL42AF30;BOSCH;FROID;Réfrigérateur 1pte intégrable;779;2.33;;P;R;367.69;9;0;0;334.6;363.51;4242002735016;
KDV47VL30;BOSCH;FROID;Réfrigérateur 2ptes;879;2.24;;P;R;431.01;9;0;0;392.22;426.1;4242002648729;
KDV29VW30;BOSCH;FROID;Réfrigérateur 2ptes;629;2.25;;P;L;306.75;9;0;0;279.14;303.26;4242002620060;
KDV33VL32;BOSCH;FROID;Réfrigérateur 2ptes;719;2.27;;P;R;347.8;9;0;0;316.5;343.85;4242002815398;
KDV29VL30;BOSCH;FROID;Réfrigérateur 2ptes;669;2.28;;P;;322.99;9;0;0;293.92;441.02;4242002632148;
KDN32X45;BOSCH;FROID;Réfrigérateur 2ptes;849;2.06;;P;;453.61;9;0;0;412.79;448.45;4242002670492;
KDV33VW32;BOSCH;FROID;Réfrigérateur 2ptes;669;2.27;;P;L;323.2;9;0;0;294.11;319.51;4242002816128;
KID26V21IE;BOSCH;FROID;Réfrigérateur 2ptes intégrable;719;2.13;;P;;371.58;9;0;0;338.14;367.35;4242002533940;
KID28V20FF;BOSCH;FROID;Réfrigérateur 2ptes intégrable;779;2.22;;P;L;384.93;9;0;0;350.29;380.55;4242002660561;
KAG90AI20;BOSCH;FROID;Réfrigérateur américain;1999;1.67;;P;;1316.66;9;0;0;1198.16;1031.43;4242002816883;
KAN92VI35;BOSCH;FROID;Réfrigérateur américain;1799;2.32;;P;R;850.52;9;0;0;773.97;863.13;4242002811215;
KAD90VI30;BOSCH;FROID;Réfrigérateur américain;2299;2.21;;P;R;1142.05;9;0;0;1039.27;1129.06;4242002817415;
KIV34X20;BOSCH;FROID;Réfrigérateur combi intégrable;829;1.81;CTM;P;;502.7;9;0;0;457.46;502.63;4242002635699;
KIV86VS30;BOSCH;FROID;Réfrigérateur combi intégrable;899;2.18;;P;R;452.72;9;0;0;411.98;447.57;4242002839523;
KIV38V20FF;BOSCH;FROID;Réfrigérateur combi intégrable;819;2.19;;P;R;410.96;9;0;0;373.97;406.28;4242002640488;
KIV28V20FF;BOSCH;FROID;Réfrigérateur combi intégrable;779;2.17;;P;R;393.95;9;0;0;358.49;389.47;4242002661537;
KIN86VS30;BOSCH;FROID;Réfrigérateur combi intégrable;1199;2.14;;P;R;616.29;9;0;0;560.82;609.29;4242002838946;
KIV34V21FF;BOSCH;FROID;Réfrigérateur combi intégrable;819;2.25;;P;L;399.7;9;0;0;363.73;395.16;4242002521930;
KGN36NW30;BOSCH;FROID;Réfrigérateur combiné;699;2.14;$1;P;;359.51;9;0;0;327.15;355.42;4242002853536;
